EAN,Marca,Nombre,Presentacion,Indicaciones,Categoria,Modo de uso,Beneficios,Propiedades,General
P2224,Vichy,Aqualia Thermal Ligera Hidratante,30ml,"Apto para pieles sensibles, normales a secas. Zona de aplicación: Rostro.",Hidratante,"Aplicar mañana y/o noche sobre la piel perfectamente limpia. Colocar el producto con la yema de los dedos, distribuido en 5 puntos del rostro: 3 en la línea media (frente, nariz y mentón) y 2 en los extremos (pómulos). Distribuir desde la línea media del rostro hacia afuera.","Recarga de hidratación para tu piel. Eficacia 48 horas, testeado incluso en condiciones extremas (climáticas, estrés, polución).","Ácido hialurónico de origen natural, Agua termal mineralizante de Vichy, Azúcares de origen natural, Minerales. 97% de ingredientes de origen natural.","Nueva fórmula con 97% de ingredientes de origen natural. Tip extra: Si utilizás un tratamiento anti-edad, primero limpiá tu piel, aplicá el tratamiento hidratante y al final el tratamiento anti-edad. Tu piel estará lista para maquillarse."
P0980,Vichy,Aqualia Thermal Rica,Pote de 50ml + Mini talla Minéral 89 4ml,"Para pieles secas, muy secas y sensibles que requieren hidratación duradera.",Hidratante,Aplicar mañana y/o noche sobre la piel limpia. Colocar en 5 puntos del rostro y distribuir desde la línea media hacia afuera.,"Hidratación por 48 horas, calma y fortalece la piel, aporta tonicidad y luminosidad, textura fresca y suave.","Agua Termal de Vichy, Ácido Hialurónico, Manteca de Karité, Aquabioryl™, hipoalergénica, sin parabenos.",Producto ideal para mujeres y hombres de todas las edades y con cualquier tipo de piel. Origen: Francia.
P8242,Vichy,Aqualia Thermal Rica,50ml,"Apto para pieles sensibles, secas a muy secas.",Tratamiento hidratante,"Aplicar mañana y/o noche sobre la piel limpia. Colocar en 5 puntos del rostro: frente, nariz, mentón, y pómulos. Distribuir desde la línea media del rostro hacia afuera.","Recarga de hidratación, 97% de ingredientes de origen natural, eficacia 48hs, testeado en condiciones extremas.","Ácido hialurónico de origen natural, Agua termal mineralizante de Vichy, Azúcares de origen natural, Minerales.",Tienda Oficial Vichy operada por Openfarma.
P2225,Vichy,Aqualia Thermal Rica Hidratante,30ml,"Apto para pieles sensibles, secas a muy secas.",Hidratante,,"Recarga de hidratación para la piel. Eficacia 48 horas, incluso en condiciones extremas.","97% de ingredientes de origen natural, Ácido hialurónico de origen natural, Agua termal mineralizante de Vichy, Azucares de origen natural, Minerales.","Testeado incluso en condiciones extremas (climáticas, estrés, polución)."
P7805,Vichy,Aqualia Thermal Serum,30ml,Apta para todo tipo de piel.,Serum hidratante,"Utilizar una o dos veces por día, luego de la limpieza y previo al tratamiento.","Recarga de hidratación para la piel, eficacia de 48 horas, testeado en condiciones extremas.","97% de ingredientes de origen natural, Ácido hialurónico de origen natural, Agua termal mineralizante de Vichy, Azúcares de origen natural, Minerales.",Hidratación mejorada incluso bajo variaciones de temperatura extrema. Tienda Oficial Vichy operada por Openfarma.
P7555,Vichy,Aqualia Thermal UV,40ml,Piel sensible,Hidratante con protección solar,"Aplicar por la mañana sobre la piel limpia. Colocar en 5 puntos del rostro: frente, nariz, mentón y pómulos. Distribuir desde la línea media hacia afuera.","Hidratación dinámica 48hs, calmante y fortificante, suaviza y embellece la piel, protección anti-UVB y UVA, combate el envejecimiento celular.","Ácido hialurónico, FPS 25, PPD6, Hyaluronine, Agua termal mineralizante de Vichy.",
K225,Vichy,Vichy Cap Soleil Spray 50FPS + Capital Soleil UV Age 50FPS,,"Protección solar avanzada para prevenir daños solares, apto para todo tipo de piel y pieles sensibles.",Protector solar,Aplicar justo antes de la exposición al sol. Reaplicar cada dos horas o después del baño. Aplicar como último paso de la rutina y antes del maquillaje.,"Protección muy alta frente a UVB, UVA, UVA largos y antioxidante. Acabado invisible. Respetuoso con la vida marina. Previene y corrige signos de envejecimiento.","Tecnología multipatentada NETLOCK, fracciones probióticas, ácido hialurónico, agua volcánica, niacinamida, péptidos.","Incluye CELL PROTECT WATER FLUID SPRAY SPF 50+ y Capital Soleil UV Age 50FPS. Testado dermatológicamente y oftalmológicamente, fórmula hipoalergénica."
P5609,Vichy,Capital Soleil Agua Protectora Hidratante FPS50,200ml,Apta para todo tipo de piel.,Protector Solar,"Agitar el envase antes de usar, aplicar generosamente y extender de forma fluida y consistente por todo el cuerpo. Reaplica con frecuencia, especialmente después de nadar, sudar o secarte con una toalla. No vaporizar directamente sobre el rostro, extender en las manos antes de su aplicación. Evita la zona del contorno de ojos.","Hidrata la piel, resistente al sudor y al agua, testeado bajo control dermatológico y en pieles sensibles.","Ácido hialurónico, Vitamina E, Agua Volcánica de Vichy.","Protección UV de amplio espectro. Deja la piel con una sensación fresca, limpia y cómoda."
P7522,Vichy,Capital Soleil Leche Hidratante FPS 30,300ml,"Para pieles sensibles de hombres, mujeres y niños que buscan protección solar.",Protección solar,"Aplicar justo antes de la exposición. Renovar con frecuencia y generosamente, especialmente después de baños, transpiración o secado con toalla.","Protege de quemaduras solares y fotoenvejecimiento, fácil aplicación sin efecto blanqueador ni sensación grasa, sensación placentera en cada aplicación.","Sistema de filtros UVA-UVB, Mexoryl®, sin parabenos, hipoalergénica, testada dermatológicamente, enriquecida con Agua Termal de Vichy y Ácido Hialurónico, resistente al agua.","Formato familiar, aliado perfecto para madres."
P775,Vichy,Capital Soleil Leche Hidratante FPS50+,300ml,Pieles sensibles,Protector solar,"Aplicar justo antes de la exposición. Renovar con frecuencia y generosamente, especialmente después de los baños, la transpiración o el secado con la toalla.","Protege contra los efectos nocivos de los rayos UV, protege el capital genético de la piel, protege de las quemaduras solares y del fotoenvejecimiento.","SISTEMA FILTRANTE FOTO-ESTABLE, VITAMINA E, GLICERINA, MICROESFERAS DE SILICE, AGUA TERMAL, sistema de filtros UVA-UVB y fotoestable con Mexoryl®, Agua Termal de Vichy.","Vichy Ideal Soleil se renueva, nueva imagen Capital Soleil misma fórmula."
P2648,Vichy,Capital Soleil Spray Beach Protect FPS 30,Spray 200ml,"Protección solar para todo tipo de pieles, previene la deshidratación provocada por la sal y/o el cloro.",Protector solar,"Aplicar justo antes de exponerse al sol. Reaplicar con frecuencia, sobre todo después de bañarse.",Muy resistente al agua y a factores que debilitan la protección solar. Un 28% más de hidratación después de dos baños en agua de mar y un 30% más en agua de piscina.,"Enriquecido con Ácido Hialurónico. Hipoalergénico, no comedogénico, apto para pieles sensibles, testado dermatológicamente.",Disponible en FPS 30 y 50+. Evaluación de hidratación realizada con corneómetro en 24 participantes.
P2649,Vichy,Capital Soleil Spray Beach Protect FPS50+,Spray 200ml,"Protección solar para todo tipo de pieles, previene la deshidratación causada por sal y cloro.",Protección solar,"Aplicar justo antes de exponerse al sol. Reaplicar con frecuencia, sobre todo después de bañarse.","Muy resistente al agua, 28% más de hidratación después de baños en agua de mar, 30% más de hidratación después de baños en piscina con cloro.","Enriquecido con Ácido Hialurónico, Hipoalergénico, No comedogénico, Apto para pieles sensibles, Testado bajo control dermatológico.",
P7520,Vichy,Cellu Destock Acelerador Anticelulítico,200ml,"Para mujeres que deseen actuar directamente en los volúmenes excesivos (caderas, glúteos y muslos) y en la celulitis resistente a cualquier tratamiento, incluso a la dieta.",Anticelulítico,,Acelera la eliminación de lípidos y alisa la piel de naranja. A partir de 7 días la piel de naranja se alisa. A partir de los 28 días se reduce el volumen corporal.,"Cafeína pura concentrada al 5%, Lipodicine™.","Eficacia específica en zonas resistentes a la dieta: caderas, glúteos y muslos. Potenciador de la dieta."
P7789,Vichy,Cellu Destock Serum Flash,Envases de 25ml,"Para mujeres que quieren luchar contra el aspecto visible de la celulitis, la falta de tonicidad y las zonas rebeldes de los muslos, nalgas, caderas, vientre y/o brazos.",Anticelulítico,"Aplicar en todo el cuerpo o 2 veces al día con movimientos circulares, ascendentes. No aplicar sobre el rostro. Lavar las manos tras la aplicación.",Resultados probados en solo 4 días. Alisado inmediato. Mejora la tonicidad y la uniformidad. Absorción al instante permitiendo vestirse inmediatamente.,"Concentración récord de cafeína. Hipoalergénico. Sin parabenos. Con Agua Termal de Vichy. Testeado dermatológicamente. Cafeína pura 6%, Ácido hialurónico, Perlas embellecedoras.","Transformación inmediata: piel visiblemente alisada. En 4 días, el aspecto de la celulitis se reduce visiblemente hasta un 27%. Mejora en un 20% la tonicidad de la piel. En 28 días, el aspecto de la celulitis se reduce visiblemente hasta un -40%."
P24755,Vichy,Cofre Aqualia Ligera,Pack de 50 ml,"Para pieles sensibles, normales a mixtas.",Tratamiento hidratante,"Aplicar mañana y/o noche sobre la piel perfectamente limpia. Colocar el producto con la yema de los dedos en 5 puntos del rostro y distribuir desde la línea media hacia afuera. Si se usa un tratamiento anti-edad, aplicar después del hidratante.","Hidratación por 48 horas, piel iluminada y fresca, rellena líneas finas de deshidratación, 30% más de hidratación a las 4 horas, 24% más de bienestar, 42% menos de sensibilidad en 4 semanas.","97% de ingredientes de origen natural, agua volcánica de Vichy, minerales, azúcar vegetal, ácido hialurónico.",20% de descuento + Minéral 89x 0ml de regalo.
P3989,Vichy,Cofre Aqualia Ligera + Mineral 89,,Pieles sensibles y secas.,Hidratante,"Aplicar mañana y/o noche sobre la piel limpia. Colocar el producto con la yema de los dedos en 5 puntos del rostro: frente, nariz, mentón, y pómulos. Distribuir desde la línea media del rostro hacia afuera.","Hidratación por 24 horas, alisa líneas de deshidratación, piel más elástica, fresca y luminosa. Fortalece la piel frente a agresiones externas.","Ácido hialurónico, Aquabyoril, Carragenanos, Agua termal mineralizante Vichy. Sin parabenos, fórmula hipoalergénica testeada dermatológicamente.","20% de descuento + Minéral 89 de regalo. Tip extra: Si utilizás un tratamiento anti-edad, aplicá primero el hidratante y luego el anti-edad. Formulado con Agua Termal de Vichy."
P3983,Vichy,Cofre Aqualia Rica + Mineral 89,,Para pieles sensibles y secas. Fórmula hipoalergénica.,Hidratante,"Aplicar mañana y/o noche sobre la piel perfectamente limpia. Colocar con la yema de los dedos, distribuido en 5 puntos del rostro: 3 en la línea media (frente, nariz y mentón) y 2 en los extremos (pómulos). Distribuir desde la línea media del rostro hacia afuera.","Hidratación por 24 horas, alisa líneas de deshidratación, piel más elástica, más fresca y luminosa, fortalece frente a agresiones externas.","Ácido hialurónico, Aquabioryl, Carragenanos, Agua termal mineralizante Vichy. Sin parabenos, hipoalergénica, testeada bajo control dermatológico.",20% de descuento + Minéral 89 de regalo. Formulado con Agua Termal de Vichy.
P24752,Vichy,Cofre Lifactiv Supreme Piel Normal Mixta,Pack Size: 50ml,"Para pieles normales a mixtas, mejora la flacidez y firmeza de la piel.",Tratamiento para firmeza diaria,Aplicar con movimientos ascendentes luego de la limpieza y Minéral 89.,"Corrección óptica 3D, disimula imperfecciones, matifica, ilumina, efecto descongestivo y anti-fatiga.","Ramnosa 5%, Neohesperidina, Agua Volcánica de Vichy, Cafeína, Adenosina.","Acción inmediata y duradera, 20% de descuento + Minéral 89 de regalo."
P25752,Vichy,Cofre Lifactiv Supreme Piel Normal Mixta,Pack de 50ml,"Pieles normales a mixtas, mejora la firmeza de la piel, reduce arrugas.",Tratamiento para firmeza diaria,Aplicar con movimientos ascendentes luego de la limpieza y Minéral 89.,"Corrección óptica 3D, disimula imperfecciones, matifica, ilumina, efecto descongestivo y anti-fatiga.","Ramnosa 5%, Neohesperidina, Agua Volcánica de Vichy, Cafeína, Adenosina.",Incluye Minéral 89 de regalo. 20% de descuento.
P2475,Vichy,Cofre Liftactiv Collagen Specialist,50ml,Todo tipo de piel. Combate los signos de la pérdida de colágeno.,Tratamiento antiedad,Aplicar con movimientos ascendentes luego de la limpieza y Minéral 89.,"Doble tonicidad, piel radiante y rejuvenecida, arrugas rellenas, contornos reesculpidos, tono homogéneo, relieve de la piel suavizado.","Péptidos, Vitamina C, Agua Volcánica de Vichy.",20% de descuento + Minéral 89 de regalo.
P3985,Vichy,Cofre Liftactiv Collagen Specialist + Mineral 89,,"Piel sensible, signos de pérdida de colágeno en la piel.",Antiedad,Aplicar una capa fina sobre la piel limpia y seca.,"Corrige arrugas, flacidez, tonicidad y pigmentación. Piel radiante y rejuvenecida.","Fórmula hipoalergénica, agua termal de Vichy, Péptido tipo I, Péptido II, Vitamina C, Agua Mineralizante de Vichy.",
P3982,Vichy,Cofre Liftactiv Supreme Piel Seca + Mineral 89,,Piel sensible,Antiarrugas y firmeza,"Aplicar Liftactiv Supreme sobre todo el rostro por la mañana, luego de haber realizado la limpieza diaria.","Corrección antiarrugas, firmeza diaria y duradera, efecto descongestivo y anti-fatiga, matifica e ilumina la piel.","Fórmula hipoalergénica, agua termal de Vichy, Cafeína, Adenosina, Ramnosa 5%, Neohesperidina, Glicerina.","20% de descuento + Minéral 89 de regalo, corrección óptica 3D."
P24753,Vichy,Neovadiol Complejo Sustitutivo Piel Normal a Mixta,Cofre 50ml,"Pieles normales a mixtas, especialmente para mujeres con piel madura en fase de menopausia.",Tratamiento para recuperar densidad,Aplicar con movimientos ascendentes luego de la limpieza y Minéral 89.,"Redefine el volumen, recupera densidad, frescura y luminosidad. Logra un tono homogéneo y confort inmediato. Resultados de densidad y volúmenes mejorados en 4 horas, 1 mes y 3 meses.","Ácido hialurónico, Proxylane 4%, Agua Volcánica de Vichy, Hepes, Hedione.",20% de descuento + Minéral 89x 0ml de regalo.
P24754,Vichy,Cofre Neovadiol Magistral,Pack Size 50ML,Para mujeres con piel madura post menopausia. Apta para todo tipo de piel.,Tratamiento para confort y nutrición,"Aplicar a diario luego de la limpieza, mañana y/o noche.","Humecta, nutre y lubrica la piel. Estimula factores de crecimiento, reconstruye la piel, calma, regenera, revitaliza y protege.","Aceites naturales, omegas 3, 6 y 9, GF Proteicos, Proxilane, Agua volcánica de Vichy.",20% de descuento + Minéral 89 de regalo.
P3988,Vichy,Cofre Slow Age + Mineral 89,0ml de regalo,Para piel sensible. Retrasar el envejecimiento urbano y corregir signos de la edad.,Antienvejecimiento,"Aplicar la crema de día por la mañana como tratamiento habitual, solo o después de un sérum.","Ayuda a corregir líneas finas, manchas y pérdida de elasticidad. Desacelera la aparición de nuevos signos de la edad.","Fórmula hipoalergénica, con agua termal de Vichy, ácido hialurónico y glicerina para 24 horas de hidratación.",20% de descuento + Minéral 89 de regalo.
K430,Vichy,Vichy Combo Rutina Arrugas Y Hidratación Profunda,"Agua Termal Mineralizante + Acido Hialuronico, Pack Size: 50ml; Liftactiv Supreme, Pack Size: 30ML",Apto para todo tipo de piel. Combate arrugas y pérdida de firmeza.,"Concentrado Fortalecedor, Serum Antiedad","Aplicar después de la limpieza y antes del tratamiento diario de cuidado. Aplicar mañana y/o noche, luego de la limpieza.","Fortalece la barrera cutánea, piel hidratada, más tonicidad y luminosidad. Eficacia progresiva: reducción de arrugas y líneas de expresión en 2 a 6 semanas.","Ácido Hialurónico, Vitamina Cg, Péptidos. Fórmula hipoalergénica, sin fragancia, sin silicona.","Eficacia clínicamente comprobada bajo control dermatológico y oftalmológico. Textura en gel ligera y fresca, de rápida absorción y acabado no pegajoso."
K43,Vichy,Vichy Combo Rutina Arrugas Y Hidratación Profunda Día Noche,"Liftactiv Supreme 30ML, Liftactiv Supreme 50ml, Liftactiv Tratamiento Noche 50ml","Para todo tipo de piel, especialmente piel normal a mixta. Serum para rostro y contorno de ojos.","Serum Antiedad, Tratamiento antiarrugas","Aplicar mañana y/o noche, luego de la limpieza. Liftactiv Supreme sobre todo el rostro por la mañana. Liftactiv Tratamiento Noche para uso nocturno.","Eficacia antiedad progresiva, reduce arrugas y líneas de expresión, mejora la firmeza de la piel, efecto lifting duradero, piel más lisa y luminosa.","5% Ácido Hialurónico puro, Vitamina Cg, Péptidos, Cafeína, Adenosina, Ramnosa, Neohesperidina, Agua termal de Vichy. Fórmula hipoalergénica, sin fragancia ni silicona.","Eficacia clínicamente comprobada bajo control dermatológico y oftalmológico. Textura líquida y ligera, de rápida absorción. Aplicador preciso y cómodo."
K427,Vichy,Vichy Combo Rutina Completa Día,,"Apta para todo tipo de piel, piel sensible, piel normal a mixta.","Desmaquillante, Concentrado Fortalecedor, Serum Antiedad, Tratamiento antiarrugas, Protector Solar",Aplicar con las yemas de los dedos en movimientos circulares y retirar con disco de algodón. Aplicar después de la limpieza y antes del tratamiento diario. Aplicar mañana y/o noche luego de la limpieza. Aplicar sobre todo el rostro por la mañana. Aplicar antes de la exposición al sol y renovar frecuentemente.,"Proporciona frescura y confort a la piel, no irrita los ojos, limpieza y desmaquillado rápido y fácil, fortalece la barrera cutánea, hidrata, mejora tonicidad y luminosidad, reduce arrugas y líneas de expresión, efecto lifting, protege contra rayos UVB y UVA, matifica, purifica.","CAPTELAE, Agua Termal, Ácido Hialurónico, Vitamina Cg, Péptidos, Ramnosa, Neohesperidina, Cafeína, Arcilla Verde, Tecnología Oil-Trap, Agua Volcánica de Vichy.","Eficacia clínicamente comprobada, fórmula hipoalergénica, testeada dermatológicamente y oftalmológicamente. Textura ligera y fresca, de rápida absorción."
K429,Vichy,Vichy Combo Rutina Corrige Arrugas Y Manchas,Pack Size: 30ML - 30 ampollas,Todo tipo de piel. Rostro y contorno de ojos.,Serum Antiedad,"Aplicar mañana y/o noche, luego de la limpieza. Usar diariamente luego de la limpieza y antes de su tratamiento.","Eficacia progresiva clínicamente probada: reducción de arrugas y líneas de expresión. Corrigen manchas, tono, textura y aportan luminosidad.","5% de Ácido Hialurónico puro, Vitamina Cg, Péptidos, Ácido Glicólico, Agua Termal Mineralizante de Vichy. Fórmula hipoalergénica, sin fragancia, sin silicona.","Eficacia clínicamente comprobada bajo control dermatológico y oftalmológico. Textura líquida y ligera, de rápida absorción. Pack de 30 ampollas viene con 3 dosificadores y 3 tapas."
P7929,Vichy,Cuidado Protector Anti-manchas 3enFps 50+,50ml,Apta para todo tipo de piel.,Protector Solar,"Aplicar justo antes de la exposición, repetir con frecuencia y generosamente, especialmente después del baño, de haber transpirado o tras haberse secado. Evitar el contorno de los ojos. En caso de contacto, lavar inmediata y abundantemente. Evitar el contacto con la ropa.","Muy alta protección, acabado no graso.","AQUA / WATER, CI 7789 / TITANIUM DIOXIDE, HOMOSALATE, SILICA, ETHYLHEXYL SALICYLATE, ETHYLHEXYL TRIAZONE, C2-5ALKYL BENZOATE, BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE, DROMETRIZOLE TRISILOXANE, BUTYL METHOXYDIBENZOYLMETHANE, GLYCERIN, ALUMINUM STARCH OCTENYLSUCCINATE, OCTOCRYLENE, PENTYLENE GLYCOL, STYRENE/ACRYLATES COPOLYMER, CI 7749, CI 77492, CI 77499 / IRON OXIDES, POTASSIUM CETYL PHOSPHATE, PARFUM / FRAGRANCE, CAPRYLYL METHICONE, ACRYLATES/C0-30ALKYL ACRYLATE CROSSPOLYMER, ALUMINUM HYDROXIDE, BUTYLENE GLYCOL, CAPRYLYL GLYCOL, CINNAMOMUM CASSIA BARK EXTRACT, DIMETHICONE, DISODIUM EDTA, INULIN LAURYL CARBAMATE, PEG-8LAURATE, PHENOXYETHANOL, PHENYLETHYL RESORCINOL, POTERIUM OFFICINALE ROOT EXTRACT, STEARIC ACID, STEARYL ALCOHOL, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID, TITANIUM DIOXIDE [NANO] / TITANIUM DIOXIDE, TOCOPHEROL, TRIETHANOLAMINE, XANTHAN GUM, ZINGIBER OFFICINALE ROOT EXTRACT / GINGER ROOT EXTRACT.",Tienda Oficial Vichy operada por Openfarma.
P7976,Vichy,Dercos Acondicionador Energizante Anticaida,50ml,"Cabello que necesita ser nutrido y reforzado intensamente, ideal para pelos más sensibles y finos.",Acondicionador anticaída,"Aplicar sobre el cabello mojado, masajear suavemente el cuero cabelludo y aclarar con abundante agua.","Nutre, refuerza intensamente, desenreda sin apelmazar, suaviza el cabello, lo hace más resistente y reduce la caída asociada a la rotura.","Enriquecido con Aminexil, Vitaminas PP/B5/B6, Ceramida. Tolerancia óptima. Eficacia clínicamente demostrada.",
P550,Vichy,Dercos Aminexil Men Espuma Triple Acción,Envase de 50ml,Para hombres que quieren reducir la caída del cabello. Apto para cuero cabelludo y cabello sensible.,Anticaída,Agitar y aplicar en posición vertical sobre la mano aproximadamente una cantidad igual a lo que cabría en tapa. Aplicar la espuma sobre el cuero cabelludo. Masajear y peinar normalmente. No enjuagar.,"Engrosa y estructura el cabello inmediatamente, reduce la caída del cabello después de 6 semanas de tratamiento, da volumen inmediato, ayuda a reforzar el anclaje de la raíz, fortalecer el cabello y reequilibrar el cuero cabelludo.","Aminexil, Extracto de Bambú de origen natural, Biopéptidos de levadura de flor de azaleia.",Tienda Oficial Vichy operada por Openfarma.
P8030,Vichy,Dercos Densi Solutions Shampoo Densificador,,,Shampoo densificador,,Cabello más suave y con mayor espesor. Otorga fuerza y espesor a la fibra capilar.,Actúa sobre el cuero cabelludo para limpiar las impurezas y estimular las raíces capilares.,Zona de aplicación: Cuero cabelludo y cabello.
P3855,Vichy,Dercos Kera Solution Shampoo Rejuvenecedor,250ml,"Apto para todo tipo de cabello. Trata el cabello dañado por agresiones químicas, térmicas, mecánicas y rayos UV.",Shampoo rejuvenecedor,"Uso diario. Aplique shampoo sobre el cuero cabelludo y el cabello húmedo. Masajear suavemente y enjuagar. Para alta reparación, use el protocolo completo de 3 pasos.","Reduce el 63% del quiebre de la fibra capilar, acción antifrizz y antihumedad por 48 horas, reconstruye el cabello dañado, hidrata el cabello, cabello reparado y con brillo saludable desde el primer uso.",Dosis de complejo pro keratina en concentraciones óptimas (20%).,Eficacia clínicamente comprobada desde el primer uso. Zona de aplicación: Cabello y cuero cabelludo.
P3856,Vichy,Dercos Kera Solutions Máscara Reparadora,200ml,"Apta para todo tipo de cabello. Reconstruye el cabello dañado por agresiones químicas, térmicas, mecánicas y rayos UV.",Tratamiento capilar,"Aplicar la máscara con el cabello húmedo desde largos hacia puntas, dejar actuar dos minutos y enjuagar.",Reduce el 63% del daño del cabello desde el primer uso. Acción antifrizz y antihumedad por 48 horas. Cabello reparado y un brillo saludable desde el primer uso.,Dosis de complejo pro keratina adaptada a cada región de la fibra para una reparación precisa.,"Uso diario. Zona de aplicación: Cabello y cuero cabelludo. Para alta reparación, usar el protocolo completo de 3 pasos: Shampoo, Máscara, Serum."
P3857,Vichy,Dercos Kera Solutions Serum Reparador de Puntas,40ml,"Apto para todo tipo de cabello. Trata el cabello dañado por agresiones químicas, térmicas, mecánicas y rayos UV.",Tratamiento capilar,"Uso diario. Aplique shampoo sobre el cuero cabelludo y el cabello húmedo. Masajear suavemente y enjuagar. Use el protocolo completo de 3 pasos: Dercos Kera Solution Shampoo Rejuvenecedor, Máscara Reparadora, y Serum Reparador de Puntas.",Reduce el 63% del quiebre de la fibra capilar. Acción antifrizz y antihumedad por 48 horas. Reconstruye el cabello dañado. Hidrata el cabello. Cabello reparado y un brillo saludable desde el primer uso.,Dosis de complejo pro keratina en concentraciones óptimas (20%).,Eficacia clínicamente comprobada desde el primer uso. Componente principal: Dosis de complejo pro keratina adaptada a cada región de la fibra para una reparación precisa.
K426,Vichy,Dercos Shampoo y Acondicionador Fortificante Estimulante,Combo 200ml,Para la caída del cabello. Adecuado para cueros cabelludos sensibles.,Anticaída,Puede ser de uso frecuente. Use el acondicionador a diario o con la misma frecuencia que se lave el cabello.,"Reduce la caída del cabello por rotura, desenreda sin apelmazar, fortalece y da más resistencia al cabello.","Aminexil, Glucosa, Vitamina F, Ceramidas, Vitaminas B5/B6, Agua Mineralizante Vichy. Sin parabenos, hipoalergénico.",Fragancia vigorizante.
P7979,Vichy,Dermablend 3D Correction Base de Maquillaje,30ml,Ideal para pieles grasas con tendencia acneica. Apto para pieles sensibles.,Base de maquillaje,"Antes de maquillarte, limpia perfectamente la piel y aplica tu tratamiento habitual. Aplica una avellana de producto sobre tu mano y con pequeños toques, con la yema de los dedos, desde el interior hacia el exterior del rostro. Reaplicar si fuera necesario en las zonas con imperfecciones o marcas de cicatrices. Extender con movimientos de alisado rápidos del interior al exterior del rostro.","Cubre, alisa y trata la piel acneica en un solo paso. Alta cobertura, efecto piel desnuda, sin efecto máscara. Resultado natural y de larga duración. Acabado mate con FPS 25. Imperfecciones disminuyen en un 49% después de 4 semanas.","Ácido salicílico, Eperulina. Hipoalergénico, sin parabenos, no comedogénico.","Contiene tecnología 3D Correction. Unifica el color y alisa el relieve de la piel. Reduce visiblemente las imperfecciones. Alta cobertura, efecto natural, ligero, ultra matificante."
P7978,Vichy,Dermablend 3D Correction Base Maquillaje,30ml,Ideal para pieles grasas con tendencia acneica.,Base de maquillaje,"Antes de maquillarte, limpia perfectamente la piel y aplica tu tratamiento habitual. Aplica una avellana de producto sobre tu mano. Aplicar con pequeños toques, con la yema de los dedos, desde el interior hacia el exterior del rostro, para un reparto equitativo de producto. Reaplicar si fuera necesario en las zonas con imperfecciones o marcas de cicatrices. Extender con movimientos de alisado rápidos del interior al exterior del rostro.","Cubre, alisa y trata la piel acneica en un solo paso. Unifica el tono de la piel, alisa los relieves de la piel acneica y trata las imperfecciones ayudando a reducirlas. Alta cobertura, efecto piel desnuda, sin efecto máscara. Resultado natural y de larga duración. Acabado mate con FPS 25.","Ácido salicílico, Eperulina. Hipoalergénico, sin parabenos, no comedogénico.","El tono está unificado, alisado y matificado durante 8 horas. Las imperfecciones se disminuyen en un 49% después de 4 semanas de utilización, clínicamente probado. Tecnología 3D Correction."
P7980,Vichy,Dermablend 3D Correction Base de Maquillaje,30ml,"Ideal para pieles grasas con tendencia acneica, apto para pieles sensibles.",Base de maquillaje,"Antes de maquillarte, limpia perfectamente la piel y aplica tu tratamiento habitual. Aplica una avellana de producto sobre tu mano, luego con pequeños toques con la yema de los dedos desde el interior hacia el exterior del rostro. Reaplicar si fuera necesario en las zonas con imperfecciones o marcas de cicatrices. Extender con movimientos de alisado rápidos del interior al exterior del rostro.","Cubre, alisa y trata la piel acneica en un solo paso. Unifica el tono de la piel, alisa los relieves de la piel acneica y trata las imperfecciones ayudando a reducirlas. Alta cobertura y corrección del relieve. Acabado ultra-mate, efecto piel desnuda, sin efecto máscara. Resultado natural y de larga duración.","Ácido salicílico, Eperulina. Hipoalergénico, sin parabenos, no comedogénico. Tecnología 3D Correction. FPS 25.","El tono está unificado, alisado y matificado durante 8 horas. Las imperfecciones se disminuyen en un 49% después de 4 semanas de uso, clínicamente probado. Tienda Oficial Vichy operada por Openfarma."
P798,Vichy,Dermablend 3D Correction Base de Maquillaje,30ml,Ideal para pieles grasas con tendencia acneica. Apto para pieles sensibles.,Base de maquillaje,"Antes de maquillarte, limpia perfectamente la piel y aplica tu tratamiento habitual. Aplica una avellana de producto sobre tu mano, aplicar con pequeños toques con la yema de los dedos desde el interior hacia el exterior del rostro. Reaplicar si fuera necesario en las zonas con imperfecciones o marcas de cicatrices. Extender con movimientos de alisado rápidos del interior al exterior del rostro.","Cubre, alisa y trata la piel acneica en un solo paso. Alta cobertura, efecto piel desnuda, sin efecto máscara. Resultado natural y de larga duración. Acabado mate con FPS 25.","Ácido salicílico, Eperulina. Hipoalergénico, sin parabenos, no comedogénico.","El tono está unificado, alisado y matificado durante 8 horas. Las imperfecciones se disminuyen en un 49% después de 4 semanas de utilización, clínicamente probado. Tecnología 3D Correction."
